fecha,temp.machangarchulcoETAPA,precip.machangarchulcoETAPA,hum.machangarchulcoETAPA,rad.machangarchulcoETAPA,pres.machangarchulcoETAPA,vviento.machangarchulcoETAPA,dviento.machangarchulcoETAPA
4/21/2016 8:59,12.68,0,100,192.5325,718.0572,0.993,152.1
4/21/2016 9:59,13.46,0.4,88.2,154.1625,718.9661,1.87,186.2
4/21/2016 10:59,14.12,0,77.1,354.0609,718.4451,0.924,173
4/21/2016 11:59,14.07,0,73.53,310.3585,717.9348,1.285,156.5
4/21/2016 12:59,15.45,0,75.01,268.3429,717.1937,1.339,194.7
4/21/2016 13:59,16.23,0,88.2,369.8973,716.3307,2.193,188.5
4/21/2016 14:59,17.39,0,67.65,346.4839,715.3417,2.214,210.9
4/21/2016 15:59,18.2,0,70.66,283.4688,715.3105,2.461,185.2
4/21/2016 16:59,15.33,0,78.6,135.9164,714.9215,2.549,194
4/21/2016 17:59,15.09,0,80.8,39.29681,715.0235,1.029,186.8
4/21/2016 18:59,13.22,0,99.7,1.626564,715.6396,0.617,99.4
4/21/2016 19:59,13.79,0,99.6,0,715.996,0.681,61.86
4/21/2016 20:59,11.68,0,97.8,0,716.7775,0.668,103.1
4/21/2016 21:59,12.13,0,94.2,0,717.4126,0.658,141.7
4/21/2016 22:59,11.99,0,94.5,0,717.5382,0.726,147.1
4/21/2016 23:59,10.73,0,99.7,0,717.738,0.586,125.6
4/22/2016 0:59,10.97,0,96.4,0,717.4659,0.71,150.4
4/22/2016 1:59,10.68,0,99.9,0,717.3012,0.757,107.2
4/22/2016 2:59,11.11,0,97.7,0,716.6849,0.651,156.2
4/22/2016 3:59,10.26,0,100,0,717.044,0.805,194.1
4/22/2016 4:59,11.14,0,100,0,716.603,0.606,146.3
4/22/2016 5:59,10.71,0,97,0,717.1359,0.47,152
4/22/2016 6:59,10.4,0,100,11.45011,717.5182,0.214,193.6
4/22/2016 7:59,12.07,0,100,104.9887,718.0513,0.572,191
4/22/2016 8:59,13.21,0,83.7,187.6386,718.6393,2.247,191.5
4/22/2016 9:59,14.5,0,94.7,260.7019,719.2928,2.427,193.9
4/22/2016 10:59,10.89,0,81.8,324.8691,718.7543,2.035,185.4
4/22/2016 11:59,15.09,0,76.69,378.6343,718.6748,2.257,183.3
4/22/2016 12:59,16.91,0,77.31,412.5685,717.9741,2.576,178.7
4/22/2016 13:59,14.83,0.3,83.3,162.1285,717.3047,2.658,164.5
4/22/2016 14:59,13.5,0,81.3,228.7703,717.1082,1.302,182.1
4/22/2016 15:59,15.13,0,76.67,124.7112,715.9335,1.399,148.2
4/22/2016 16:59,13.7,0,82.5,80.37934,716.1541,1.236,134.2
4/22/2016 17:59,13.65,0.9,94.7,23.12355,715.9374,0.656,154.8
4/22/2016 18:59,11.84,0.1,99.9,1.459871,716.7692,0.611,171.1
4/22/2016 19:59,10.61,0,99.7,0,717.2976,0.427,165.3
4/22/2016 20:59,10.86,0,98.9,0,717.5719,0.403,184.3
4/22/2016 21:59,10.71,0.1,100,0,718.2775,0.408,185.7
4/22/2016 22:59,10.66,0,100,0,718.6072,0.325,161.9
4/22/2016 23:59,9.39,0.2,100,0,718.5355,0.451,157.7
4/23/2016 0:59,10.54,0,100,0,717.9148,0.667,104.5
4/23/2016 1:59,9.35,0.7,99.7,0,717.4139,0.129,167.5
4/23/2016 2:59,10.85,0.5,100,0,717.1011,0.315,125
4/23/2016 3:59,10.25,1.1,100,0,716.9973,0.985,134.2
4/23/2016 4:59,9.56,0.9,99.5,0,717.6555,0.685,154.9
4/23/2016 5:59,9.36,1.4,100,0,717.6396,0.537,119.9
4/23/2016 6:59,9.2,0.2,100,8.215265,717.9833,0.615,151
4/23/2016 7:59,10.6,0,98.7,106.6163,718.2089,1.133,67.46
4/23/2016 8:59,11.62,0,100,245.9966,718.6598,1.1,82.7
4/23/2016 9:59,14.28,0,93.4,192.5005,718.9968,1.07,182.6
4/23/2016 10:59,13.48,0,95.1,274.7575,718.6964,2.056,195.9
4/23/2016 11:59,15.77,0,90.8,421.1506,718.3255,2.629,185.6
4/23/2016 12:59,16.04,0.2,85.1,321.9227,717.9047,1.626,194
4/23/2016 13:59,13.82,0,84.6,333.8293,717.1797,1.055,144.8
4/23/2016 14:59,14.9,0,85.5,426.7238,716.8,1.216,166.9
4/23/2016 15:59,15.79,0,74.93,321.2564,715.6516,2.145,195.7
4/23/2016 16:59,16.51,0,84.9,205.1577,715.4243,2.214,208.3
4/23/2016 17:59,16.67,0,81.3,61.08744,715.5172,0.839,159.5
4/23/2016 18:59,10.41,0,99.9,2.526958,716.1071,0.881,110.5
4/23/2016 19:59,11.56,0,96.5,0,716.5016,1,65.49
4/23/2016 20:59,11.38,0,97.8,0,717.0328,1.146,31.51
4/23/2016 21:59,9.49,0,100,0,718.0033,1.099,45.77
4/23/2016 22:59,9.39,0,100,0,718.2821,0.967,32.38
4/23/2016 23:59,9.49,0,100,0,718.5765,1.377,27.24
4/24/2016 0:59,9.92,0,99.9,0,717.8541,1.29,65.84
4/24/2016 1:59,9.77,0,100,0,717.1335,0.822,87.1
4/24/2016 2:59,9.91,0,100,0,717.1551,0.713,136.4
4/24/2016 3:59,8.28,0,95.1,0,717.0574,1.213,158
4/24/2016 4:59,9.2,0,100,0,716.9725,1.137,67.55
4/24/2016 5:59,6.222,0,100,0,717.2065,0.882,103.8
4/24/2016 6:59,9.42,0,100,24.75695,717.5901,1.412,111.1
4/24/2016 7:59,10.36,0,95,77.16403,717.8239,0.88,122.9
4/24/2016 8:59,12.49,0,93,389.3942,718.3175,1.151,125.2
4/24/2016 9:59,14.82,0,83.4,535.6326,718.8798,3.097,180
4/24/2016 10:59,15.35,0,74.77,623.0443,718.2702,3.075,180.9
4/24/2016 11:59,16.84,0,70.65,648.9233,718.2675,2.617,173.4
4/24/2016 12:59,17.94,0,76.12,457.369,716.8922,2.008,176.5
4/24/2016 13:59,17.01,0,74.25,716.3757,716.1035,2.997,186.1
4/24/2016 14:59,19.65,0,70.76,505.7838,715.2415,3.348,189.2
4/24/2016 15:59,17.27,0.4,71.15,224.1261,714.4318,1.64,196.4
4/24/2016 16:59,14.8,0.3,69.25,66.43996,714.8204,1.184,154.9
4/24/2016 17:59,14.34,0,76.02,52.04043,715.2057,1.282,219.1
4/24/2016 18:59,13.61,0,97.5,1.058105,715.6588,0.312,160.8
4/24/2016 19:59,11.48,0,96.9,0,716.4037,0.342,125.5
4/24/2016 20:59,12.4,0,100,0,717.0479,0.53,91.7
4/24/2016 21:59,10.79,0,100,0,717.3782,1.029,57.52
4/24/2016 22:59,10.3,0,98.1,0,717.6868,1.321,40.27
4/24/2016 23:59,9.79,0,100,0,717.292,1.386,56.69
4/25/2016 0:59,7.218,0,100,0,717.0406,1.357,48.55
4/25/2016 1:59,8.46,0,100,0,716.8814,1.566,41.41
4/25/2016 2:59,6.083,0,100,0,716.4281,1.257,47.97
4/25/2016 3:59,5.551,0,99.9,0,716.1951,1.22,60.34
4/25/2016 4:59,5.353,0,100,0,715.9384,1.56,35.46
4/25/2016 5:59,6.17,0,100,0.01408737,716.2753,1.46,26.75
4/25/2016 6:59,3.567,0,100,8.413186,716.414,1.261,66.15
4/25/2016 7:59,5.862,0,94.3,94.36038,716.8654,1.621,58.27
4/25/2016 8:59,9.08,0,96.5,436.5608,717.4866,1.048,122.5
4/25/2016 9:59,13.4,0,81.6,717.3961,717.705,3.584,177.8
4/25/2016 10:59,15.11,0,84.3,864.9691,717.4072,4.028,187.1
4/25/2016 11:59,17.45,0,70.31,875.6852,717.0052,4.374,197.1
4/25/2016 12:59,19.06,0,61.66,923.5341,716.3008,3.793,193.8
4/25/2016 13:59,19.2,0,52.87,783.345,714.9622,2.769,203.5
4/25/2016 14:59,21.05,0,50.16,531.1848,714.0913,2.249,211.6
4/25/2016 15:59,18.87,0,64.39,428.1643,713.8951,2.875,189.3
4/25/2016 16:59,17.78,2,72.44,200.3289,714.1788,4.156,124.4
4/25/2016 17:59,15.01,1.9,100,24.48928,714.6052,2.825,68.42
4/25/2016 18:59,12.37,0.3,96.5,3.157343,715.2206,0.975,87.3
4/25/2016 19:59,13.53,0,100,0,715.8177,1.168,88.6
4/25/2016 20:59,11.31,0,100,0,716.1189,0.144,175.2
4/25/2016 21:59,12.33,0.1,100,0,716.6517,0.848,47.76
4/25/2016 22:59,12.16,0.1,97.8,0,717.0529,0.817,144.8
4/25/2016 23:59,12.04,0.1,100,0,716.7478,0.647,129.5
4/26/2016 0:59,11.29,0,100,0,716.5999,0.787,117.5
4/26/2016 1:59,10.56,0,100,0,715.9309,0.749,89.2
4/26/2016 2:59,9.96,0.1,100,0,715.517,1.27,86.1
4/26/2016 3:59,10.26,0.8,100,0,715.4559,1.452,69.03
4/26/2016 4:59,10.43,0.1,99.9,0,715.3157,1.649,98.2
4/26/2016 5:59,10.46,0,99,0,715.387,0.768,64.3
4/26/2016 6:59,9.91,0.7,100,4.558071,716.0797,1.539,69.37
4/26/2016 7:59,10.79,0.6,100,36.72181,716.7332,1.46,166.5
4/26/2016 8:59,13.22,0.6,99.9,193.8263,717.3178,1.257,102.4
4/26/2016 9:59,12.04,0.1,100,243.538,717.7328,1.623,169.4
4/26/2016 10:59,13.89,0.1,88.9,321.9351,717.7526,0.576,118.4
4/26/2016 11:59,15.7,0,70.33,922.6657,716.818,1.112,111.2
4/26/2016 12:59,17.1,0,77.12,721.1656,715.8123,3.896,191.3
4/26/2016 13:59,17.06,0,66.89,714.1126,715.0303,3.443,192.1
4/26/2016 14:59,19.17,0,49.33,798.5091,714.0257,2.924,205.5
4/26/2016 15:59,19.91,0,56.22,421.004,713.3912,2.297,193.6
4/26/2016 16:59,14.73,0,74.94,147.7246,713.5199,1.962,172.1
4/26/2016 17:59,10.27,5.1,90.3,39.469,714.6182,2.091,194.2
4/26/2016 18:59,12.71,0.2,99.4,3.44334,715.5112,0.665,118.2
4/26/2016 19:59,12.63,0.1,93.3,0,715.5703,0.806,100
4/26/2016 20:59,12.7,0,100,0,716.5026,1.133,104.8
4/26/2016 21:59,10.74,0.1,100,0,716.642,0.821,95.6
4/26/2016 22:59,9.92,0,99.9,0,717.1271,1.49,80.1
4/26/2016 23:59,8.19,0,100,0,716.8292,1.553,38.02
4/27/2016 0:59,7.019,0,100,0,716.5801,1.312,70.63
4/27/2016 1:59,5.738,0.1,100,0,716.1616,1.374,71.73
4/27/2016 2:59,6.652,0,100,0,715.5823,1.164,32.17
4/27/2016 3:59,6.206,0,100,0,715.9753,1.394,35.51
4/27/2016 4:59,5.353,0,95.5,0,715.9874,1.586,32.38
4/27/2016 5:59,5.222,0.1,100,0,715.9404,1.498,49.42
4/27/2016 6:59,7.355,0,99.6,7.867472,716.3389,1.307,59.33
4/27/2016 7:59,5.281,0,97.9,38.19578,716.5474,1.58,33.05
4/27/2016 8:59,9.16,0,80,518.9333,717.1794,1.372,148.3
4/27/2016 9:59,12.48,0,89.3,710.3698,717.0087,2.546,181.1
4/27/2016 10:59,15,0,88.7,850.0175,716.3785,4.112,197.2
4/27/2016 11:59,16.1,0,80.2,933.4099,716.5588,4.725,197.3
4/27/2016 12:59,16.57,0,70.08,915.217,715.6046,3.728,197
4/27/2016 13:59,17.7,0,66.18,824.3937,714.4895,3.395,206.2
4/27/2016 14:59,17.93,0,46.8,790.0826,713.2665,2.809,208.4
4/27/2016 15:59,19.47,0,55.07,507.0281,712.7958,2.315,200.6
4/27/2016 16:59,18.59,0,63.12,199.9773,712.8929,2.88,199.3
4/27/2016 17:59,14.81,6.8,88.2,12.06277,713.6859,2.265,179.7
4/27/2016 18:59,13.45,11.2,100,0.3301279,714.987,0.988,153.4
4/27/2016 19:59,11.55,3.6,100,0,715.595,0.649,171.7
4/27/2016 20:59,12.5,0,98.5,0,716.4538,0.48,184.3
4/27/2016 21:59,14.74,0,100,0,716.5967,0.368,136.2
4/27/2016 22:59,11.48,0,100,0,717.0433,0.172,174.5
4/27/2016 23:59,11.3,0,100,0,716.9601,0.34,150.2
4/28/2016 0:59,10.91,0,100,0,716.7555,0.461,111.7
4/28/2016 1:59,10.66,1,100,0,716.4367,0.391,185.8
4/28/2016 2:59,10.87,0.2,100,0,716.2264,0.527,173.2
4/28/2016 3:59,10.4,0.5,100,0,716.0179,0.234,127.1
4/28/2016 4:59,10.85,1.1,100,0,716.2488,1.119,192.7
4/28/2016 5:59,10.29,3.6,99.9,0,716.5842,1.135,210.4
4/28/2016 6:59,10.46,2.3,100,3.720935,717.4468,0.983,204.1
4/28/2016 7:59,9.18,1.2,100,31.03056,717.9155,0.271,175.4
4/28/2016 8:59,8.79,1.3,100,73.47954,718.8161,0.322,150.8
4/28/2016 9:59,10.18,0.8,100,162.5153,719.1127,0.44,119.3
4/28/2016 10:59,9.38,1.1,100,200.4424,718.7999,0.73,105
4/28/2016 11:59,12.32,0.7,100,266.2254,718.7905,0.812,75.09
4/28/2016 12:59,14.5,0,83.8,551.6185,718.1195,1.442,182.7
4/28/2016 13:59,16.25,0,91.5,619.5651,716.7455,2.748,195.2
4/28/2016 14:59,14.98,0,84.2,490.3778,715.8685,3.26,199.3
4/28/2016 15:59,15.08,0,80.7,195.6618,715.7998,2.675,196.5
4/28/2016 16:59,15.91,0,86,196.0979,715.3685,2.347,198.9
4/28/2016 17:59,13.55,0,78.21,69.76537,715.761,1.61,211
4/28/2016 18:59,11.64,0,95.1,0.8461176,716.5596,0.59,132.9
4/28/2016 19:59,11.58,0,100,0,717.5513,0.683,57.54
4/28/2016 20:59,9.69,0,100,0,717.4661,1.052,41.47
4/28/2016 21:59,10.89,0,100,0,718.2917,0.702,71.67
4/28/2016 22:59,9.53,0,100,0,718.2949,1.069,81.3
4/28/2016 23:59,9.04,0,99.9,0,718.2589,0.468,94.2
4/29/2016 0:59,8.97,0,99.6,0,717.7964,0.891,153.5
4/29/2016 1:59,10.88,0,100,0,717.5687,1.313,94.6
4/29/2016 2:59,5.754,0,100,0,717.0298,0.922,63.65
4/29/2016 3:59,4.32,0,100,0,716.6221,0.88,57.3
4/29/2016 4:59,8.07,0,96.7,0,716.8666,1.148,42.56
4/29/2016 5:59,5.927,0,100,0.005633995,717.1424,1.533,65.73
4/29/2016 6:59,7.725,0,100,9.509356,717.329,1.423,32.5
4/29/2016 7:59,6.758,0,99.5,69.9121,717.8948,1.317,86.1
4/29/2016 8:59,11.66,0,99.6,210.8277,718.1669,1.657,173.4
4/29/2016 9:59,14.36,0,95.3,267.2156,718.1449,2.636,192.5
4/29/2016 10:59,15.71,0,83.2,736.7422,718.1315,3.023,182.1
4/29/2016 11:59,15.39,0,86.9,711.5549,717.425,3.612,193.6
4/29/2016 12:59,18.36,0,72.75,925.6812,716.4355,3.312,196.2
4/29/2016 13:59,18.22,0,64.96,921.6528,715.6949,3.342,197.5
4/29/2016 14:59,19.39,0,58.56,820.0071,714.5292,3.21,210.1
4/29/2016 15:59,21.48,0,57.3,601.8712,714.0143,2.984,198
4/29/2016 16:59,18.3,2.8,72.53,110.6272,714.0287,2.387,207.5
4/29/2016 17:59,13.33,11.8,76.02,3.529091,714.9164,1.21,169
4/29/2016 18:59,10.82,0,100,0.8573187,715.7561,0.924,129.4
4/29/2016 19:59,10.78,0.6,100,0,716.1616,1.007,171
4/29/2016 20:59,11.25,0,100,0,716.4422,0.78,186.8
4/29/2016 21:59,12.44,0,100,0,716.8253,0.715,138.5
4/29/2016 22:59,10.52,0,99.9,0,716.8987,0.74,88.5
4/29/2016 23:59,9.59,0,99.4,0,716.9423,0.958,68.13
4/30/2016 0:59,9.99,0,100,0,716.7965,1.41,39.07
4/30/2016 1:59,10.11,0,100,0,716.489,1.256,50.75
4/30/2016 2:59,9.5,0,94.4,0,716.3404,1.142,155.8
4/30/2016 3:59,8.86,0,99.7,0,715.9251,0.99,96
4/30/2016 4:59,6.297,0.1,98.8,0,715.9883,1.287,36.47
4/30/2016 5:59,6.715,0,100,0.01220699,716.1102,1.734,32.87
4/30/2016 6:59,7.513,0,100,25.41312,716.6228,1.468,47.54
4/30/2016 7:59,8.14,0,99.9,127.4768,717.1225,1.062,125.5
4/30/2016 8:59,11.87,0,98.3,426.2868,717.6432,1.251,152.3
4/30/2016 9:59,12.6,0,94.6,390.3742,717.8769,2.416,204
4/30/2016 10:59,13.88,0,83.4,323.1718,717.4187,2.853,202.4
4/30/2016 11:59,14.48,0,75.9,395.1397,716.9577,1.843,211.8
4/30/2016 12:59,15.47,0,87.4,268.5977,716.5419,1.621,191.1
4/30/2016 13:59,15.25,0.1,76.74,209.837,715.7686,2.178,191.8
4/30/2016 14:59,11.91,0,94.2,278.9565,715.1559,1.602,167.1
4/30/2016 15:59,11.94,0,96.8,225.3467,715.0304,2.314,195.8
4/30/2016 16:59,11.75,0,100,91.17906,715.0377,2.441,201.7
4/30/2016 17:59,10.33,0.6,100,24.66241,715.5262,1.097,143.8
4/30/2016 18:59,10.08,0,100,0.5235415,715.9086,0.523,149.5
4/30/2016 19:59,10.23,0,100,0,716.4296,0.371,111.4
4/30/2016 20:59,10.19,0.1,100,0,717.4384,0.642,108.5
4/30/2016 21:59,10.37,0,100,0,717.4948,0.412,56.78
4/30/2016 22:59,9.47,0,100,0,717.8307,0.772,46.67
4/30/2016 23:59,9.65,0,98.8,0,717.8973,0.633,88.8
5/1/2016 0:59,10.83,0,99.5,0,717.496,0.247,72
5/1/2016 1:59,9.97,0,100,0,716.6654,0.37,56.18
5/1/2016 2:59,8.7,0,100,0,716.6392,0.169,144.5
5/1/2016 3:59,10.21,0,100,0,716.4442,0.088,80.6
5/1/2016 4:59,9.96,0.1,100,0,716.5051,0.221,100.1
5/1/2016 5:59,11.55,0,100,0.006571873,716.7904,0.563,89.5
5/1/2016 6:59,9.1,0,100,15.57443,717.2526,0.835,129.8
5/1/2016 7:59,5.823,0,100,104.032,717.2783,1.151,63.01
5/1/2016 8:59,13.4,0,83,256.6404,717.7419,1.115,87.8
5/1/2016 9:59,10.97,0,75.31,334.5739,717.8932,1.879,181.2
5/1/2016 10:59,15.43,0,84.3,310.5914,717.6632,2.185,190.2
5/1/2016 11:59,15.47,0,74.22,601.6105,717.2436,2.969,187.8
5/1/2016 12:59,17.37,0,71.25,500.7841,716.7159,2.564,192.2
5/1/2016 13:59,17.64,0,65.41,313.781,715.664,1.592,199.4
5/1/2016 14:59,17.56,0,73.57,289.1721,714.7444,1.914,184.7
5/1/2016 15:59,15.9,0,62.44,248.9453,714.1608,1.395,188.5
5/1/2016 16:59,17.01,0,80.9,100.8471,714.688,2.428,66.98
5/1/2016 17:59,12.44,0,97.8,53.8915,715.1393,2.269,120.8
5/1/2016 18:59,11.36,0.2,98.6,0.3508254,715.9971,1.195,186.1
5/1/2016 19:59,11.85,0,99.8,0,716.7426,0.527,144.1
5/1/2016 20:59,10.75,0,99.9,0,717.039,0.655,57.2
5/1/2016 21:59,11.58,0,100,0,717.7908,0.683,63.43
5/1/2016 22:59,8.27,0,100,0,717.8743,1.426,84.7
5/1/2016 23:59,5.357,0,98.5,0,717.8354,1.127,160.6
5/2/2016 0:59,8.53,0.1,100,0,717.3375,1.227,57.51
5/2/2016 1:59,9.13,0,94.8,0,716.9595,1.715,33.84
5/2/2016 2:59,6.803,0,100,0,716.7134,1.576,83.5
5/2/2016 3:59,4.897,0,100,0,716.7316,0.936,34.9
5/2/2016 4:59,5.82,0,99.5,0,716.4677,1.157,44.05
5/2/2016 5:59,4.773,0,100,0.02160065,716.9193,1.772,55.6
5/2/2016 6:59,2.825,0.1,100,9.930666,717.573,1.622,32.2
5/2/2016 7:59,6.283,0,86.8,66.61478,717.8187,1.96,32.21
5/2/2016 8:59,12.38,0,87.1,466.0114,718.9216,1.458,67.91
5/2/2016 9:59,13.13,0,94.4,683.1177,719.1255,3.62,185.5
5/2/2016 10:59,14.97,0,71.53,745.075,719.0607,3.788,198.8
5/2/2016 11:59,17.45,0,64.22,668.8389,718.5765,3.54,200.8
5/2/2016 12:59,17.08,0,68.66,781.3846,717.4102,3.24,202.7
5/2/2016 13:59,18.16,0,59.67,946.1802,716.6509,3.152,199.5
5/2/2016 14:59,18.66,0,57.4,817.1871,715.3595,2.944,196.2
5/2/2016 15:59,20.18,0,57.19,648.9682,714.9603,3.021,199.4
5/2/2016 16:59,12.38,1.1,82.2,27.37422,716.0133,3.035,167.9
5/2/2016 17:59,9.93,0,95.7,17.12072,716.2436,1.413,129.1
5/2/2016 18:59,11.42,0,94.6,1.272094,716.5995,1.27,123.8
5/2/2016 19:59,10.71,0,100,0,717.3464,1.063,110.4
5/2/2016 20:59,10.27,0,100,0,717.889,1.515,81.5
5/2/2016 21:59,11.42,0,98.5,0,718.4698,1.355,63.75
5/2/2016 22:59,10.94,0,100,0,718.5698,0.992,55.28
5/2/2016 23:59,11.88,0,100,0,718.7047,1.127,187
5/3/2016 0:59,9.09,0,99,0,718.2753,0.476,238.6
5/3/2016 1:59,9.08,0,100,0,717.3786,0.757,175.9
5/3/2016 2:59,6.023,0,100,0,717.0335,0.674,165.1
5/3/2016 3:59,10.5,0.2,100,0,716.6163,0.73,133.4
5/3/2016 4:59,9.51,1.3,100,0,716.7718,0.573,68.01
5/3/2016 5:59,9.4,1.3,100,0.004694203,717.4794,0.298,165.6
5/3/2016 6:59,8.46,0.2,96.8,17.07657,717.6846,0.659,50.56
5/3/2016 7:59,10.72,0.2,100,111.2413,718.2313,0.474,85.7
5/3/2016 8:59,13.03,0,96.8,255.056,718.6852,0.996,189.1
5/3/2016 9:59,13.59,0,84.6,478.9277,718.7863,0.89,194.1
5/3/2016 10:59,14.66,0,90.7,598.0215,718.8917,1.111,189.8
5/3/2016 11:59,17.8,0,80.3,741.0131,718.3701,2.223,205.3
5/3/2016 12:59,16.47,0,62.53,526.5801,717.8805,1.237,204.1
5/3/2016 13:59,18.11,0,60.12,594.2624,717.3784,1.801,187.8
5/3/2016 14:59,17.28,0,58,666.182,716.4977,1.264,214.1
5/3/2016 15:59,18.07,0,61.86,454.9184,716.1356,1.334,200.5
5/3/2016 16:59,15.52,0,68.31,163.4107,716.3353,1.278,166.9
5/3/2016 17:59,14.82,0,76.71,41.8783,716.577,0.605,196
5/3/2016 18:59,11.48,0,71.82,1.222082,717.1533,0.556,177.2
5/3/2016 19:59,11.11,0,99.8,0,717.8295,0.394,166.3
5/3/2016 20:59,9.82,0,100,0,718.0457,0.27,163.1
5/3/2016 21:59,9.87,0,100,0,718.6493,0.051,153.7
5/3/2016 22:59,10.46,0,99.1,0,719.3105,0.449,190.3
5/3/2016 23:59,8.13,0.4,100,0,719.0369,0.392,161.9
5/4/2016 0:59,9.55,0.2,100,0,718.5566,0.314,111.9
5/4/2016 1:59,9.65,0.1,99.5,0,718.4525,0.279,156.2
5/4/2016 2:59,8.94,0,100,0,717.6721,0.432,207.2
5/4/2016 3:59,9.19,0,100,0,717.4518,0.38,165
5/4/2016 4:59,9.22,0,100,0,717.5678,0.592,92.6
5/4/2016 5:59,8.63,0,100,0,717.5839,0.409,52.46
5/4/2016 6:59,7.913,0,100,13.33717,718.1561,0.342,100
5/4/2016 7:59,9.88,0,100,78.99405,719.0161,0.341,178.4
5/4/2016 8:59,10.54,0,92.4,173.4032,719.2839,1,202.8
5/4/2016 9:59,13.41,0,87.5,309.0698,719.4199,1.268,181.8
5/4/2016 10:59,14.15,0,86.4,311.0069,719.3822,1.906,196
5/4/2016 11:59,12.92,0,79.73,346.5834,718.5898,0.664,204.3
5/4/2016 12:59,13.9,0,92.3,237.4634,718.0314,0.872,200.1
5/4/2016 13:59,14.8,0,78.45,143.7885,717.26,1.081,220.9
5/4/2016 14:59,14.45,0,84.8,282.2696,716.546,0.806,216.9
5/4/2016 15:59,14.97,0,77.78,201.5835,715.7101,0.726,199.1
5/4/2016 16:59,14.5,0,77.18,177.9722,715.6478,1.397,213.8
5/4/2016 17:59,14.1,0,93.5,73.67045,716.0063,0.639,185.8
5/4/2016 18:59,12.21,1.7,100,0.4877908,716.7745,1.247,209.4
5/4/2016 19:59,11.36,1.4,100,0,717.6732,0.898,165.8
5/4/2016 20:59,9.71,0.5,100,0,718.0958,0.259,139.6
5/4/2016 21:59,10.11,0,99.9,0,718.2646,0.455,116.3
5/4/2016 22:59,7.906,0.3,100,0,718.7667,0.738,159.2
5/4/2016 23:59,10.24,0.1,100,0,718.8483,0.553,188.4
5/5/2016 0:59,9.1,0.5,100,0,718.2536,0.885,186.7
5/5/2016 1:59,10.23,0.1,99.4,0,718.1616,0.191,115
5/5/2016 2:59,9.17,0.2,99.9,0,717.2111,0.33,193.4
5/5/2016 3:59,9.86,0,100,0,717.0632,0.413,179.4
5/5/2016 4:59,9.55,0,99,0,717.2578,0.109,177.1
5/5/2016 5:59,9.39,0,100,0.003755354,717.6846,0.446,185.2
5/5/2016 6:59,8.92,0,100,18.97492,717.8992,0.326,196.9
5/5/2016 7:59,10.42,0,100,109.2265,718.4227,0.48,73.55
5/5/2016 8:59,11.88,0,99.9,184.8151,719.1839,1.093,174.9
5/5/2016 9:59,11.75,0.4,82.2,265.9194,719.4703,1.148,189.1
5/5/2016 10:59,12.47,0,96.7,322.715,719.2136,1.933,180.6
5/5/2016 11:59,14.75,0,87.3,506.0113,718.6852,2.529,205
5/5/2016 12:59,14.65,0,72.4,447.281,718.0234,1.809,214.5
5/5/2016 13:59,14.05,0,83.8,656.2893,718.0565,1.679,173.1
5/5/2016 14:59,15.67,0,82.4,376.5576,716.2083,2.139,191.4
5/5/2016 15:59,16.01,0,85,369.3382,716.1116,2.078,213.9
5/5/2016 16:59,15.78,0,77.55,234.7965,715.3876,1.42,161.5
5/5/2016 17:59,12.81,0,97.5,53.23008,715.7864,1.642,189.9
5/5/2016 18:59,11.88,0,97.2,1.410591,716.1522,0.393,180.6
5/5/2016 19:59,10.13,0,100,0,716.9352,0.825,59.03
5/5/2016 20:59,9.48,0,95.1,0,717.5513,0.827,69.35
5/5/2016 21:59,9.52,0,99.8,0,717.9917,1.394,70.28
5/5/2016 22:59,9.53,0,98.9,0,718.1855,1.542,91.3
5/5/2016 23:59,10.71,0,95,0,718.2085,1.509,73.67
5/6/2016 0:59,8.03,0,99.2,0,717.6761,1.555,78.14
5/6/2016 1:59,8.94,0,99.3,0,717.1113,1.109,99.6
5/6/2016 2:59,9.54,0,95.3,0,716.8067,0.84,114.3
5/6/2016 3:59,9.41,0,100,0,716.4698,0.724,87.1
5/6/2016 4:59,8.81,0,100,0,716.9647,1.547,79.23
5/6/2016 5:59,9.51,0,100,0.01689913,716.9777,1.227,104.3
5/6/2016 6:59,10.29,0,100,21.66375,717.2784,0.492,92.3
5/6/2016 7:59,10.52,0.2,100,119.2566,718.0374,0.618,139.9
5/6/2016 8:59,10.87,0.1,100,187.3103,718.2702,1.705,197.9
5/6/2016 9:59,13.3,0.1,100,369.0625,718.5643,1.427,172.1
5/6/2016 10:59,12.23,1.1,98.6,289.4116,718.6373,2.315,193.1
5/6/2016 11:59,14.1,0,95.6,354.3762,718.4811,1.957,182.6
5/6/2016 12:59,14.73,3.2,90.2,225.1082,717.7087,2.22,201.3
5/6/2016 13:59,13.06,0.1,99.2,184.1784,717.2675,1.456,182.1
5/6/2016 14:59,12.99,6.6,99.6,99.72334,716.6399,1.135,217.1
5/6/2016 15:59,12.09,2.1,100,104.9508,716.3633,0.703,207.2
5/6/2016 16:59,11.6,0,94.6,126.9025,715.9947,1.392,43.44
5/6/2016 17:59,12.81,0,99.4,56.5249,716.1866,0.904,63.52
5/6/2016 18:59,12.67,0,100,2.143897,716.448,0.962,125.3
5/6/2016 19:59,10.6,0,100,0,717.4642,1.366,70.87
5/6/2016 20:59,10.13,0,100,0,717.5594,1.399,92.3
5/6/2016 21:59,9.92,0,100,0,718.2111,0.85,44.12
